
""
"Kontostand vom 05.02.2024:";"10000 EUR"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
1999-08-01;1991-01-02;Erfolgreich;Dipl.-Ing. Irmengard Klotz B.A.;Prof. Ludwina Wohlgemut;Deleniti aspernatur vel sit quo.;Überweisung;DE27051677386485384871;-820,2;226592790385933069;153088934424830619;465623142067835338
1996-11-25;1977-09-12;Erfolgreich;Annie Winkler MBA.;Hartwig Bauer;Quam soluta repudiandae corporis molestias.;Lastschrift;DE24042402061419492907;-917,55;467637751174127858;823436363938646724;686421252453035890
1993-11-17;1978-06-16;Abgelehnt;Ing. Carla Mühle;Univ.Prof. Ralph Warmer;Adipisci dolor delectus animi.;Lastschrift;DE92205798948953487484;206,61;023502484771514196;803137044327073587;188690043681856577
1971-10-31;1992-08-09;Erfolgreich;Angelique Roskoth-Drubin;Dipl.-Ing. Sigmar Binner MBA.;Similique possimus modi eveniet.;Überweisung;DE67193951919854124419;-307,25;999796293642708402;164791542595002354;355191921695709995
2006-05-20;2004-07-20;Erfolgreich;Freia Hörle;Folkert Schottin;Porro adipisci magnam dolor.;Lastschrift;DE48493702704715857909;-87,72;204579705809900761;866123270247078501;854053993220755594
1983-10-19;1971-07-19;Erfolgreich;Wiltrud Hamann-Reinhardt;Salih Koch;Ratione temporibus ullam vel quod aspernatur voluptatem.;Überweisung;DE53995377886630215340;-29,62;755452453185227103;355146350630071599;474545829723793703
1996-07-18;1982-09-16;Abgelehnt;Jadwiga Hentschel B.A.;Bruno Etzler;Amet distinctio saepe neque.;Lastschrift;DE56943707977195135766;-414,23;368167891823243628;030670294585992960;811503896010400600
2022-09-01;1984-04-05;Erfolgreich;Teresa Kusch;Herr Domenico Hande;Sed eaque possimus ut expedita sint aperiam.;Überweisung;DE49050672109335851907;875,09;692569940830870622;168754756727419418;471260312384471725
1971-12-04;1971-06-11;Erfolgreich;Aline Buchholz;Till Schleich;Saepe ducimus doloremque at odit nostrum perspiciatis animi.;Überweisung;DE30383853302667175592;-783,51;385002270970070786;512690369440585335;339351514594732793
1995-05-19;1973-08-26;Abgelehnt;Hans-Jörg Scholl;Heinz-Josef Trub;Praesentium illo laborum magni quos iure vel.;Überweisung;DE15233274503779866251;231,13;362251755493427752;824427858641431480;171344613840194755
1992-06-08;2005-01-30;Erfolgreich;Dipl.-Ing. Erhard Löwer MBA.;Univ.Prof. Gabriela Drewes B.Eng.;Impedit expedita at assumenda voluptatibus mollitia quo.;Überweisung;DE75561156783236125028;408,59;790999815721281808;240542525623027690;441546087729031720
1981-06-03;2013-10-20;Abgelehnt;Winfried Schmiedt;Apostolos Grein Groth-Caspar;Ad magnam odit ipsam nulla.;Lastschrift;DE10620330254241963402;301,96;568916378500266684;780856344415064328;265805785177501480
2002-04-04;1981-03-05;Erfolgreich;Sabri Stoll B.Eng.;Lorenz Martin-Lachmann;Aspernatur voluptatibus neque inventore dolorem.;Lastschrift;DE77155941254322550938;349,56;535401791846881057;382543285594499770;903577714421904974
1983-07-30;1988-04-24;Abgelehnt;Johannes Sontag;Mohamed Ritter B.A.;Deleniti sed repellendus et deserunt nostrum.;Lastschrift;DE40574533702848985532;-740,22;518735113680197727;527484706296149858;349183185923695459
2017-10-20;1971-10-20;Erfolgreich;Philomena Thies-Dobes;Dipl.-Ing. Sofia Rohleder;Facilis recusandae deserunt sunt ducimus eligendi.;Lastschrift;DE32400982698230732380;-50,92;640468674687687635;691198856571218530;404016396166511374
1990-02-23;1983-08-08;Abgelehnt;Jan-Peter Junitz;Hajo Bauer;Et vitae voluptatem voluptatem rem.;Überweisung;DE88292561446455573147;123,41;541578870607946993;197230707820120916;326486072568843661
2008-07-30;1975-05-31;Abgelehnt;Frau Diane Wernecke;Massimo Heuser MBA.;Enim at quos similique consectetur.;Lastschrift;DE31112140306521045253;-864,78;147196189837838146;936593552761964726;207707513376564104
2012-08-21;1984-10-30;Erfolgreich;Suzanne Schacht-Kruschwitz;Dr. Hardy Mende MBA.;Voluptate cumque eos.;Überweisung;DE63724015526497392624;-797,05;712921238168250695;087711795617884660;391173536701710857
1990-06-28;1993-10-24;Erfolgreich;Ulrike Hartung MBA.;Elisa Jessel;Necessitatibus illo vel tempora natus neque.;Überweisung;DE91414296734965766035;-331,3;277362130678217358;245684852618944600;520981961733772504
1991-03-03;2016-11-28;Abgelehnt;Caroline Wähner-Köhler;Waltraut Neuschäfer;Iste esse consectetur porro.;Lastschrift;DE07905786168958900823;-391,76;129294449722692119;937045994415244355;289897698376511033
1984-09-09;1970-11-06;Abgelehnt;Hansjörg Nette;Ing. Klaas Schuchhardt B.A.;Laboriosam tenetur voluptate qui libero.;Überweisung;DE45632027887586076746;-468,48;076718186639710249;906891219265108437;296200735231403928
2015-05-17;2007-04-22;Abgelehnt;Dipl.-Ing. Guido Gunpf MBA.;Prof. Magda Jäkel MBA.;Perspiciatis nulla ducimus quaerat.;Lastschrift;DE66477684792842539571;-457,55;383562060602717771;080358324394122895;393932121437297287
1976-12-10;1980-03-23;Abgelehnt;Susan Scheel;Ing. Annelie Wesack MBA.;Assumenda excepturi qui quod a distinctio quaerat eos.;Überweisung;DE66339814297005797154;171,01;990768888686874246;792849345129713041;475485178774243740
1979-01-25;1999-11-06;Abgelehnt;Lotti Grein Groth B.A.;Tatjana Benthin;Dignissimos dicta ratione vitae facere possimus voluptatem.;Lastschrift;DE79752286566021416081;-933,54;686135230136746481;951280792754138270;416679375803501769
1982-11-22;1988-09-29;Abgelehnt;Dr. Hans Georg Hein;Emma Matthäi;Nisi eligendi vel incidunt fugiat eligendi quas.;Überweisung;DE58621301858156852970;833,2;168377532307423125;407984900191490694;537800146464211013
2018-03-27;1979-07-17;Abgelehnt;Dipl.-Ing. Guenther Kühnert MBA.;Albert Kostolzin;Minus culpa labore exercitationem eum laboriosam.;Lastschrift;DE86337585242055140718;-100,27;066589609413142619;243040991145002368;766964212516406641
2008-01-30;2006-12-15;Erfolgreich;Adalbert Trupp;Aynur Koch;Ad fugiat perspiciatis reprehenderit.;Überweisung;DE69678137025219470547;844,13;069387590984520912;857653827062065935;659597118700874073
1972-05-06;2003-02-08;Abgelehnt;Univ.Prof. Hiltraud Scholz MBA.;Lambert Rose;Eaque nam tempore ad harum ut.;Überweisung;DE31042574978398472970;510,44;054220384793593637;714543486537537894;978146599629796958
2006-09-13;1970-03-25;Erfolgreich;Calogero Fliegner B.Eng.;Rosalinde Stiebitz;Quam placeat dolorem culpa.;Lastschrift;DE52327398026572380710;-164,22;445748508776913277;872050511768925058;909469213221341956
2007-12-09;2020-05-04;Erfolgreich;Dunja Fliegner;Thies Bohnbach;Repellendus architecto harum nisi architecto.;Überweisung;DE16875068678061672511;-443,82;349284236750672152;320627349146257171;070911304515581743
1978-10-21;1986-05-26;Abgelehnt;Silvia Peukert;Ing. Karl-August Gute;Iusto consequatur natus expedita quidem necessitatibus.;Lastschrift;DE30625313045795265951;-192,57;689603354999271806;605659609754191180;027724293606583806
2011-04-09;1979-05-14;Erfolgreich;Ing. Wolf-Rüdiger Carsten B.Eng.;Irmingard Sager-Dippel;Veritatis aliquid magni vero amet nulla.;Lastschrift;DE10693669854703653825;105,13;514698051386702044;980876620549242825;631472500010502033
1991-10-31;2016-09-11;Erfolgreich;Edmund Weimer;Adelheid Birnbaum;Deserunt cumque minima totam asperiores.;Lastschrift;DE93830546423275815490;-533,65;883250635877733347;951664665024046188;471191122928956139
2002-10-30;2012-03-23;Erfolgreich;Michaela Geisler-Bonbach;Gotthilf Caspar;Ullam molestiae corrupti deleniti accusantium.;Überweisung;DE70121190014185152990;327,07;666596531544379101;046364092825992897;226340612277827125
1993-01-12;1993-09-06;Abgelehnt;Dipl.-Ing. Fredy Schleich;André Zorbach;Minus laboriosam veniam dolorem quasi.;Überweisung;DE48605701018072765370;-173,14;232456385372353656;080614981818625562;586224336033275202
2018-02-16;2013-12-03;Abgelehnt;Aleksandr Neuschäfer;Univ.Prof. Hans-Otto Dietz B.Eng.;Maxime hic neque.;Lastschrift;DE10705788058466428501;-606,23;538056298812335438;473578027395954602;070369976134926130
2008-10-16;1995-04-04;Erfolgreich;Änne Möchlichen B.Sc.;Michaela Mude;Hic esse laudantium doloribus quas quaerat iure.;Lastschrift;DE54637647129596762083;-432,32;453581657340349320;194301558468650867;041436227548040405
1988-03-22;1981-06-24;Erfolgreich;Cemal Schleich;Janet Schüler;Vel ex dicta dolorem reiciendis recusandae dignissimos asperiores.;Lastschrift;DE25745074883684409280;816,78;428655702211829758;171633364706149346;450561022558298359
2022-03-08;1998-12-22;Erfolgreich;Hannah Dietz;Utz Lehmann;Nesciunt quam quod ut fugiat.;Lastschrift;DE53849842383205167776;-586,03;799668702021268738;857401357726349311;443265983019129146
2002-08-19;2006-10-03;Erfolgreich;Dipl.-Ing. Rabea Süßebier B.Eng.;Tobias Fechner;Eaque dolores in repellat sapiente quia facere.;Überweisung;DE45674369231824218552;382,73;278627989562120833;017776743315821407;508589438788224584
1986-08-14;1975-09-12;Abgelehnt;Ria Eberhardt B.Sc.;Constantin Mies;Reprehenderit quam tempora tempora.;Lastschrift;DE08381078027623732482;938,22;519141764381011201;460442210286168609;286147340314355483
2012-03-20;2022-09-27;Abgelehnt;Karlheinz Hoffmann;Utz Dörr;Quam excepturi tempore provident.;Überweisung;DE06385853081918369798;578,43;734070705273426066;934307162758079069;490881438453241881
2012-11-23;1979-12-27;Erfolgreich;Mehdi Dörschner;Hannchen Werner;Blanditiis minima tempora possimus dolorem.;Überweisung;DE85403453835301676185;-533,65;810471952277127707;230499704114167853;320508085724750265
1971-01-14;1980-11-13;Erfolgreich;Orhan Löffler;Laurenz Riehl;Modi impedit optio culpa.;Lastschrift;DE21877644615942172000;-978,75;952070637469294245;081720647101022992;590655325385826399
2002-02-10;2010-01-12;Erfolgreich;Oda Hänel;Winfried Hövel;Nemo nisi iste unde recusandae repellendus.;Überweisung;DE47870725374731192358;-621,69;278544180644896467;269744807670093622;373836949251239031
1999-10-05;1987-06-10;Abgelehnt;Herma Kuhl;Hans-Ludwig Pechel;Ducimus fuga totam similique beatae corporis.;Überweisung;DE98565968613462884441;-272,78;293266166858590435;037872356129018712;164574381698410869
2005-07-23;1987-06-12;Abgelehnt;Milka Plath;Janina Bauer;Ea qui consequuntur minima quisquam.;Überweisung;DE62546713748479275561;236,28;679674738535976056;930182899031822186;987835021658868189
2013-04-25;2020-04-09;Abgelehnt;Irmengard Niemeier-Börner;Univ.Prof. Florence Preiß;Quod accusantium natus labore iure nihil illo.;Überweisung;DE45925724734672081158;-53,28;395696170733353413;258969051455838479;477854113043894605
1980-05-05;2017-12-21;Abgelehnt;Prof. Leopold Junken;Herr Harald Ullmann B.Sc.;Ea mollitia aliquam velit qui beatae.;Lastschrift;DE06589115470780760110;567,7;557197831987648170;565838711367273349;924210550969993510
2009-09-14;2018-04-06;Abgelehnt;Augustin Käster;Prof. Käthe Ortmann;Possimus deserunt nam culpa.;Lastschrift;DE44693993366614720707;822,36;203246874931590763;719028412467169287;769221930913989796
1982-06-17;2010-04-04;Abgelehnt;Wenke Anders MBA.;Florian Gierschner;Quos aut rerum molestias.;Überweisung;DE32799740939134758365;422,29;069431222002410619;238415952513738606;260919434119759546
1983-07-29;1996-09-17;Erfolgreich;Violetta Patberg;Helena Henschel;Rerum deserunt qui necessitatibus dignissimos impedit.;Lastschrift;DE51858489445038064365;170,28;901495408620398955;866862714980573409;963174528266428161
1974-10-21;2012-06-17;Abgelehnt;Dr. Eckhardt Hiller;Herr Joseph Grein Groth B.A.;Quidem maiores dicta amet corrupti.;Überweisung;DE26404401745191201608;877,1;083344139901802086;455825284807267368;613397191787746081
2004-05-07;2012-06-21;Abgelehnt;Marijan Stoll B.Sc.;Pirmin Klotz B.A.;Omnis facere repellendus laboriosam.;Überweisung;DE17649152456266588617;-356,92;187732604044231810;645315373054760692;211507315916834388
1997-07-02;1978-09-02;Erfolgreich;Dominik Paffrath B.Eng.;Dipl.-Ing. Birgitta Heydrich B.A.;Praesentium a blanditiis dicta.;Lastschrift;DE69756195596850694242;272,14;152978279670085326;407636931473330731;012493612989183108
2007-05-22;2005-12-24;Abgelehnt;Marie-Luise Dobes-Schweitzer;Mechtild Schenk B.Eng.;Sunt ducimus necessitatibus voluptate ipsam.;Überweisung;DE28572301827417858937;350,4;169857856917274928;747587565017673312;226662589288479111
2022-08-11;1982-03-17;Abgelehnt;Ing. Raimund Peukert MBA.;Bruno Linke;Officia magnam facilis minima dolorum.;Überweisung;DE30221970727589848247;-9,05;925530051853302202;055970226406470929;299302465552137197
2006-12-24;1993-02-23;Abgelehnt;Dr. Paola Etzold;Diedrich Segebahn-Lange;Distinctio culpa quis reiciendis doloremque illo nesciunt.;Überweisung;DE23440884895902250341;831,25;100490242950473966;168592966616677695;411271485628389483
2002-09-17;2001-09-13;Erfolgreich;Katharine Speer;Dr. Michelle Kuhl B.Sc.;Neque laudantium officia ipsam atque amet quas.;Überweisung;DE29860375579170795086;-32,61;435914389001474131;247239556996777418;704808555823534177
2021-09-19;2012-09-16;Erfolgreich;Bekir Roht B.A.;Adeline Weiß B.Eng.;Ex nihil omnis dolorem.;Lastschrift;DE31085669302479907480;710,12;938614516456354545;841021127337521392;931387546565715291
2006-01-09;1987-07-23;Erfolgreich;Hanife Löffler-Mitschke;Ing. Alessandro Paffrath;Quisquam voluptas iusto debitis.;Überweisung;DE11498902651764251697;667,8;951927696230228948;798208884335464398;529846007077780231
1972-06-28;1974-06-28;Abgelehnt;Theda Hübel;Rebekka Meister;Corrupti nesciunt quam natus explicabo reiciendis.;Überweisung;DE27449177529959074959;182,01;104708255738669077;690475462079234652;829625650657481377
1985-08-25;1985-09-20;Abgelehnt;Ilka Dowerg-Beer;Hilda Hellwig;Eaque eligendi molestias suscipit expedita repudiandae at.;Überweisung;DE28703383818605713319;-341,47;512622871910866217;915364166707389600;560255124212880005
2015-05-04;2011-10-22;Erfolgreich;Pavel Tintzmann;Sven Liebelt-Plath;Recusandae magni doloremque.;Überweisung;DE51195677245959461620;157,91;222724394089151659;858632992073019084;384480858131525063
1999-01-30;1976-02-11;Abgelehnt;Vlado Pärtzelt;Herr Antonio Freudenberger;Amet optio qui laudantium sed culpa possimus.;Überweisung;DE59761625325051426258;19,19;590891683587256037;329928932679050142;935289811211029892
1975-12-25;1977-07-27;Erfolgreich;Tania Hartung;Alfonso Krein;Tempora eius amet facilis debitis.;Lastschrift;DE70604311199573828664;10,34;315095966394691803;433638928830146963;738378983668190975
2003-06-19;2020-11-25;Abgelehnt;Dr. Ellinor Hövel;Univ.Prof. Tatjana Atzler B.Sc.;At voluptatem reprehenderit soluta.;Überweisung;DE74496430073983130658;631,92;713596501237632845;363564165136403638;805028904023229738
1976-09-05;1980-07-31;Abgelehnt;Alla Bähr-Liebelt;Beata Conradi;Suscipit soluta accusamus eum.;Überweisung;DE85016958458356296630;-389,55;903033638452453740;938803404141182560;123402921087450747
2010-10-22;2008-07-07;Abgelehnt;Paola Pieper;Franco Martin B.Sc.;Sed repellat voluptas eum inventore modi rerum.;Lastschrift;DE12175680864317301832;204,73;039509022522459908;022025883479574078;437458932373105235
1985-02-22;2006-09-22;Erfolgreich;Ferenc van der Dussen;Katharine Zimmer;Id inventore aliquam consequatur recusandae.;Überweisung;DE58519682687189496561;-368,31;221947996521871952;485221956075136950;486947467656951902
2019-09-27;2010-06-29;Erfolgreich;Maxim Margraf-Beier;Olena Dietz;Illum omnis labore sequi dignissimos tempore.;Lastschrift;DE91412836725013782692;-85,67;688418672766450322;752514075529725158;793042051060212142
1988-08-20;1978-10-13;Erfolgreich;Ing. Karl-Ludwig Hesse B.A.;Josef Huhn;Omnis tempora suscipit hic nesciunt dolorum odit ea.;Überweisung;DE61571616248274828355;341,84;880086410106762696;081329073849530683;604055836612009578
2014-03-27;2002-12-25;Abgelehnt;Annie Salz B.A.;Ing. Ortrun Buchholz;Magni reprehenderit ex sint molestiae nostrum.;Lastschrift;DE64561035018992650004;971,0;995326539285615211;583725807189772516;140723165551533138
2017-02-24;2016-10-28;Abgelehnt;Elvira Hövel B.Eng.;Ante Warmer;Commodi quidem dolorem ea laboriosam.;Lastschrift;DE59905098919602007729;0,05;867137205566205426;865949008364697557;430766971685709915
1983-07-21;1978-11-28;Erfolgreich;Walburga Dörr;Herr Milos Wilms;Totam accusamus eveniet voluptate nisi perspiciatis modi.;Lastschrift;DE75624000297629468228;186,82;765647570628119622;586340887300992308;182356161811625185
1989-03-14;1972-09-16;Erfolgreich;Gerlinde Löffler;Helena Karz MBA.;Quibusdam ipsam impedit impedit.;Lastschrift;DE33428410123122842211;-930,06;286037436383463349;948357162414448975;099262413662846160
1999-02-10;1998-07-19;Abgelehnt;Dipl.-Ing. Simona Eberhardt B.Eng.;Conrad Ebert;Maxime rem minima incidunt iure.;Lastschrift;DE07122152139370381765;296,89;431520527505393178;123580434946206546;538780932761812403
1988-09-12;1980-11-26;Abgelehnt;Annelie Henck;Ing. Kirsten Ladeck;Voluptas doloribus quibusdam laborum quisquam maiores.;Überweisung;DE65377751326485328572;-564,5;644778787994053262;450364606167533121;112396879787970781
1976-09-14;1983-07-04;Erfolgreich;Regina Stiffel B.Sc.;Dipl.-Ing. Karsten Käster B.Sc.;Expedita sint placeat illo nostrum.;Überweisung;DE51507127706840377550;384,31;983663652454451592;827345902759060431;515373760424001796
2017-02-01;1979-06-01;Erfolgreich;Ernst-August Fischer B.A.;Margaretha Haase;Iure tempore molestiae unde sunt cupiditate laudantium.;Überweisung;DE62778529297996702011;-2,47;569728321580348693;886982079859870301;701972885360624663
1993-08-09;1996-03-15;Abgelehnt;Elisa Hübel;Cynthia Zirme;Magnam dolores laudantium.;Lastschrift;DE56875015352271142669;-503,64;731966926420601568;700143590677754957;990618711610300240
1993-04-03;2009-12-05;Abgelehnt;Herr Cord Schäfer MBA.;Univ.Prof. Lilo Bloch;Quo totam perferendis ipsa eos eaque expedita.;Überweisung;DE67531803247422469669;366,9;437096405348339828;941819736646658832;291852848130610471
2015-06-05;1999-11-14;Abgelehnt;Dr. Theresa Römer;Hatice Weitzel;Similique architecto nihil facere earum.;Überweisung;DE83332163436538267784;9,03;565617108088222813;786013580021722939;551096051189980430
1974-02-22;2012-05-21;Erfolgreich;Prof. Hans-Walter Pieper B.Eng.;Tatjana Karz;Distinctio aliquid temporibus atque sint.;Überweisung;DE04526682164494517435;-92,46;321479867027051019;500385351383473481;497355845301699006
1992-03-25;2011-08-24;Abgelehnt;Reinhilde Pruschke;Elenore Bonbach;Harum similique et dignissimos dicta ex.;Überweisung;DE67667162609768474531;-282,48;824136570946226228;677625656307490206;548723991773902891
1994-04-10;2019-08-23;Abgelehnt;Meta Beer;Frau Lissi Walter;Aliquid culpa cum laborum mollitia neque suscipit culpa.;Lastschrift;DE61569003467557797254;-986,94;218823922581546040;891247649289040034;273395970360957856
2005-08-18;2000-12-13;Erfolgreich;Hinrich Hande;Heidrun Schäfer;Magni sequi placeat cum a nobis.;Lastschrift;DE28893756472914660537;-645,33;780279118105366336;796995630792629867;885083675738468847
1979-08-12;1997-10-30;Abgelehnt;Leyla Ackermann;Franz-Josef Kaul-Krein;Temporibus blanditiis tenetur ad a exercitationem.;Lastschrift;DE85221140516346996776;37,02;937747472368022183;044228048070842058;545033900681977534
2022-02-24;2017-02-28;Erfolgreich;Markus Wiek-Losekann;Lorenzo Heinz;Porro accusantium aliquid iste repellat ratione.;Überweisung;DE23367863758782624093;57,33;265811665222321741;913487214715582061;297927682868098576
1978-11-23;2017-06-03;Erfolgreich;Ing. Tilly Freudenberger MBA.;Herr Clemens Thies B.A.;Repudiandae voluptatibus culpa nisi ipsam fugiat qui.;Lastschrift;DE78379359080339614876;-792,84;035260805548257834;049699176927832291;793455785718557576
1986-05-11;1981-08-24;Abgelehnt;Annie Gierschner;Dr. Heidelore Klotz B.A.;Omnis nobis illo excepturi excepturi quia placeat.;Lastschrift;DE60803928964320488948;14,97;051514427112662556;765954742827191663;679056010734498314
2020-11-15;1999-02-23;Erfolgreich;Raymond Bloch;Dr. Marie-Theres Trüb;Deserunt id autem dignissimos provident.;Lastschrift;DE63190649071147098019;905,17;926578547417055193;663027813696015578;391254092031487939
1998-11-14;1981-07-08;Abgelehnt;Manja Hecker;Dragan Franke-Etzler;Eos officiis consequuntur perspiciatis.;Lastschrift;DE07252498191711997637;821,89;787247072183355208;921550312047657307;034187649206386879
2023-02-12;1973-08-11;Erfolgreich;Margret Beckmann;Jörn Heinrich;Repellendus iure consectetur quia odio aliquam.;Lastschrift;DE13729134398956327413;-881,34;187215205790564585;680034789518997092;848958306571246772
2004-09-08;2011-11-25;Abgelehnt;Gabi Drewes-Birnbaum;Anica Vollbrecht;Eveniet expedita illum quam.;Lastschrift;DE75422137528119702200;-815,57;317647852600441141;620960775865862758;815797371803923274
2014-05-01;1996-05-08;Abgelehnt;Herr Ilija Löffler;Riza Junk-Stiffel;Placeat dolore doloremque optio nobis in.;Überweisung;DE28527306289061755144;571,49;885834080292178264;501406654643925670;519121041188805872
1989-12-22;2023-08-18;Abgelehnt;Arnulf Fischer;Anneli Thanel;Reiciendis natus accusamus enim.;Lastschrift;DE65624931792573708404;-395,71;345843003808914923;933474948065289873;404821435530917134
1991-05-27;1990-08-07;Erfolgreich;Christina Atzler-Jüttner;Magrit Meyer-Eberhardt;Dolorum perspiciatis voluptate.;Lastschrift;DE67445021962139411095;-752,07;927833676736730267;102718356938775250;127366355245327703
1978-07-04;2001-05-07;Abgelehnt;Halina Kühnert B.Eng.;Ulf Albers B.A.;Eum quae nemo hic ipsum repudiandae magni adipisci.;Lastschrift;DE94014770804927613912;116,88;053071795873253586;795357436197098758;266430508261630764
2001-06-21;1998-09-24;Erfolgreich;Jonathan Sontag;Waltraut Kallert;Quos nesciunt eligendi illo.;Überweisung;DE76868039115222878596;445,06;916932061114707279;809480433952285245;264682741299438030
2013-09-27;1996-02-01;Erfolgreich;Gülten Höfig;Rudolph Scholl-Heinrich;Odio officia sunt cumque explicabo.;Lastschrift;DE18102421437294421271;-892,06;401938585322912129;509424446765503061;402903305124672212
1973-03-08;2001-06-27;Erfolgreich;Ing. Enver Mülichen B.Eng.;Philip Faust;Aspernatur dolor eveniet nesciunt nobis consequuntur possimus quae.;Überweisung;DE49792868881550651534;60,72;132026074901803550;822186586331800650;627102438996634363
2000-03-30;2018-09-13;Erfolgreich;Dipl.-Ing. Theobald Meister MBA.;Canan Barth;Iste maiores dolores expedita.;Lastschrift;DE04670877841143323540;382,05;982816295059263493;727113568740193427;756008472105566697
2017-12-09;2009-03-30;Abgelehnt;Dr. Aloys Weinhage;Ludwina Stadelmann;Voluptas dicta quos harum dolores sed quaerat dolor.;Lastschrift;DE79650190888938004771;857,43;947807677695306914;410211349596972862;584683837043905820
2011-01-11;1999-10-28;Erfolgreich;Abraham Trapp;Brunhilde Hahn;Veritatis eveniet occaecati possimus illum rerum esse.;Lastschrift;DE96257038376104726269;-41,49;523592585931335705;096207092127387904;824550680851075112
2014-04-12;2017-05-09;Erfolgreich;Marian Schuchhardt;Heinz-Jürgen Schönland;Totam voluptas minus ea.;Überweisung;DE30454298889285714303;-136,13;691935989920745542;715859446353132385;548251361850974589
1990-11-09;2023-01-14;Erfolgreich;Mirko Margraf;Sigrid Stiebitz;Perferendis itaque temporibus eaque illum facere.;Lastschrift;DE37242601011536138778;-367,47;944298000021332146;923501413484283184;823003435099622993
2021-06-26;1990-09-16;Abgelehnt;Edelgard Etzold;Hertha Jockel;Numquam iste reiciendis veniam modi exercitationem voluptatibus.;Überweisung;DE97571792020151333340;852,76;738049194634351349;974702948018529812;632869577259233469
1981-12-07;1999-03-31;Abgelehnt;Mina Knappe-Noack;Marco Werner-Meyer;Quos molestias amet accusamus.;Überweisung;DE80770390450988784521;697,25;304831921545297419;612172412192948474;237151706263034552
2021-11-04;1996-10-03;Abgelehnt;Prof. Olav Ritter B.Eng.;Ing. Michael Rohleder B.A.;Illum ad ea facilis fugiat.;Lastschrift;DE40042401902445462694;591,49;824756343476179551;316668760359375421;401807683617139307
2021-07-05;1977-05-18;Erfolgreich;Edeltraut Hermighausen;Claudia Davids;Dolore magni reprehenderit dignissimos voluptas explicabo quasi.;Überweisung;DE31387227898751649762;924,75;648538371215345946;857380752358296570;978641792536706595
1972-12-04;1995-01-29;Erfolgreich;Dr. Laszlo Dehmel B.Sc.;Dr. Gunnar Hölzenbecher MBA.;Explicabo odio rem iste eum facere quidem.;Überweisung;DE70414082168575195884;968,23;490304054189487839;230106681670235067;247813733409988686
1999-05-09;2020-12-29;Erfolgreich;Paula Linke;Rafael Heydrich-Dowerg;Excepturi reprehenderit a sed quibusdam recusandae.;Überweisung;DE38242524322909335074;145,31;644049664982175994;359183126047927919;920750025647831935
1980-01-31;2016-10-22;Erfolgreich;Prof. Nurten Oderwald B.Eng.;Friedrich-Wilhelm Bruder-Segebahn;Nihil unde fugiat non in quis porro.;Lastschrift;DE05231708922377855882;732,35;294788134075884227;138090320509343849;247895194107542584
1999-10-07;1995-01-09;Erfolgreich;Christof Drewes B.A.;Prof. Burghard Dowerg MBA.;Eveniet nulla in nostrum.;Überweisung;DE84573241852898748786;314,84;910667098166911772;320688126525353991;180276287384117430
2018-05-04;1986-04-21;Erfolgreich;Dipl.-Ing. Kristine Gerlach;Juliane Kade B.A.;Doloremque odit pariatur soluta saepe.;Überweisung;DE93094490067197656100;406,81;132457308831726096;299787153913362621;717265485072049049
1993-04-25;1971-09-04;Abgelehnt;Bogdan Baum;Wieslaw Schacht;Iusto rem mollitia dolore.;Lastschrift;DE57803379883622404158;-715,03;700782467451324931;981861804570831640;184481008892890197
1999-09-17;1988-11-30;Erfolgreich;Ing. Maren Staude B.A.;Vanessa Sölzer;Voluptate vitae ipsam at.;Lastschrift;DE92470285023760843323;53,97;806405670966904635;953874692244863048;759344057350476076
2022-08-19;2018-08-01;Abgelehnt;Dr. Gerhard Ring;Gerold Nette;Minus illum consectetur.;Lastschrift;DE44683572400144317532;801,89;565841708129294838;312031735714629317;745804840686597133
1997-09-21;1978-01-31;Erfolgreich;Magret Anders B.A.;Henryk Girschner;Consequuntur unde sequi neque.;Überweisung;DE05742549840675360861;-906,04;782742282975637325;947987145894892777;277606546225074331
2014-04-10;1973-10-15;Erfolgreich;Rudolf Heser B.A.;Aziz Fliegner;Natus asperiores nihil eaque enim dolorem corporis.;Überweisung;DE09568543043717878913;-75,02;828443403254684066;850979337126020630;462763428385850260
1989-06-18;1995-05-21;Erfolgreich;Rotraut Gertz;Hartwig Knappe;Mollitia magnam magnam quis.;Lastschrift;DE14639389958404573064;-624,77;816045211950011459;090961138191655189;461495828763392472
2019-07-13;1998-02-02;Erfolgreich;Lia Schweitzer;Frau Marlene Kramer;Nulla quo voluptatum nostrum deleniti.;Lastschrift;DE78690465922768802526;-659,34;924041894826134983;342684238115705439;589406230593477270
2021-11-13;2005-08-26;Erfolgreich;Andrei Wohlgemut-Scholz;Hans-Helmut Hahn;Consequuntur soluta amet reprehenderit accusantium fugiat odio.;Lastschrift;DE74280284055434746083;-624,92;119428415738527478;246537052567222129;901887658076332482
1992-01-30;1971-06-12;Abgelehnt;Denny Zirme;Rico Eberth;Ratione accusamus voluptate delectus numquam veniam minus.;Lastschrift;DE81995751718364434070;778,33;262249041571802606;912189299533859500;733106408573173595
2007-03-07;2010-04-29;Abgelehnt;Prof. Marlene Keudel;Hedwig Müller;Soluta voluptatum libero magni.;Überweisung;DE39238739127509470441;-243,55;645401805121514170;394270548908086199;179487022384224502
