"Girokonto";"DE1234567890123456789"
""
"Kontostand vom 14.03.2024:";"4.671,15 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
"19.05.29";"19.05.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-39,64";"";"";""
"22.05.29";"22.05.29";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-22,27";"";"";""
"25.05.29";"25.05.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-121,84";"";"";""
"27.05.29";"27.05.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-84,95";"";"";""
"28.05.29";"28.05.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-158,63";"";"";""
"30.05.29";"30.05.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-118,57";"";"";""
"02.07.29";"02.07.29";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3992,48";"";"";""
"04.07.29";"04.07.29";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-71,30";"";"";""
"06.07.29";"06.07.29";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-256,12";"";"";""
"09.07.29";"09.07.29";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-85,90";"";"";""
"10.07.29";"10.07.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-204,32";"";"";""
"13.07.29";"13.07.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-298,60";"";"";""
"15.07.29";"15.07.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-60,02";"";"";""
"18.07.29";"18.07.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-190,68";"";"";""
"21.07.29";"21.07.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-169,66";"";"";""
"22.08.29";"22.08.29";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2858,72";"";"";""
"24.08.29";"24.08.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-144,37";"";"";""
"25.08.29";"25.08.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-194,43";"";"";""
"26.08.29";"26.08.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-106,55";"";"";""
"28.08.29";"28.08.29";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-539,68";"";"";""
"31.08.29";"31.08.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-62,08";"";"";""
"02.09.29";"02.09.29";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-69,47";"";"";""
"05.09.29";"05.09.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-134,27";"";"";""
"08.09.29";"08.09.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-65,59";"";"";""
"11.10.29";"11.10.29";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2734,03";"";"";""
"12.10.29";"12.10.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-175,95";"";"";""
"13.10.29";"13.10.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-135,78";"";"";""
"15.10.29";"15.10.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-189,27";"";"";""
"18.10.29";"18.10.29";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-35,75";"";"";""
"21.10.29";"21.10.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-64,33";"";"";""
"24.10.29";"24.10.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-107,52";"";"";""
"25.10.29";"25.10.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-118,51";"";"";""
"26.10.29";"26.10.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-174,64";"";"";""
"28.11.29";"28.11.29";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4357,93";"";"";""
"01.12.29";"01.12.29";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-53,84";"";"";""
"03.12.29";"03.12.29";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-43,10";"";"";""
"04.12.29";"04.12.29";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-203,46";"";"";""
"06.12.29";"06.12.29";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-47,48";"";"";""
"08.12.29";"08.12.29";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-92,06";"";"";""
"11.12.29";"11.12.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-196,81";"";"";""
"12.12.29";"12.12.29";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-18,66";"";"";""
"13.12.29";"13.12.29";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-78,84";"";"";""
"14.01.30";"14.01.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4128,47";"";"";""
"16.01.30";"16.01.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-47,56";"";"";""
"18.01.30";"18.01.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-84,34";"";"";""
"20.01.30";"20.01.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-136,05";"";"";""
"23.01.30";"23.01.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-86,50";"";"";""
"26.01.30";"26.01.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-153,14";"";"";""
"28.01.30";"28.01.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-71,74";"";"";""
"31.01.30";"31.01.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-21,87";"";"";""
"02.02.30";"02.02.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-78,37";"";"";""
"05.03.30";"05.03.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2489,84";"";"";""
"08.03.30";"08.03.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-83,36";"";"";""
"11.03.30";"11.03.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-44,35";"";"";""
"12.03.30";"12.03.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-151,21";"";"";""
"15.03.30";"15.03.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-33,33";"";"";""
"17.03.30";"17.03.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-125,11";"";"";""
"18.03.30";"18.03.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-143,69";"";"";""
"21.03.30";"21.03.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-95,78";"";"";""
"24.03.30";"24.03.30";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-23,13";"";"";""
"27.04.30";"27.04.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4548,97";"";"";""
"29.04.30";"29.04.30";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-457,82";"";"";""
"02.05.30";"02.05.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-178,89";"";"";""
"03.05.30";"03.05.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-97,15";"";"";""
"05.05.30";"05.05.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-80,40";"";"";""
"06.05.30";"06.05.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-38,52";"";"";""
"08.05.30";"08.05.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-103,50";"";"";""
"11.05.30";"11.05.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-79,37";"";"";""
"13.05.30";"13.05.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-107,49";"";"";""
"14.06.30";"14.06.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3182,42";"";"";""
"16.06.30";"16.06.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-102,86";"";"";""
"19.06.30";"19.06.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-118,39";"";"";""
"21.06.30";"21.06.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-182,93";"";"";""
"22.06.30";"22.06.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-42,22";"";"";""
"25.06.30";"25.06.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-39,55";"";"";""
"26.06.30";"26.06.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-138,00";"";"";""
"29.06.30";"29.06.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-173,37";"";"";""
"30.06.30";"30.06.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-98,03";"";"";""
"01.08.30";"01.08.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2325,76";"";"";""
"02.08.30";"02.08.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-112,21";"";"";""
"03.08.30";"03.08.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-266,87";"";"";""
"04.08.30";"04.08.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-66,04";"";"";""
"07.08.30";"07.08.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-52,77";"";"";""
"10.08.30";"10.08.30";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1701,10";"";"";""
"11.08.30";"11.08.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-119,19";"";"";""
"14.08.30";"14.08.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-85,38";"";"";""
"17.08.30";"17.08.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-177,82";"";"";""
"18.09.30";"18.09.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4759,15";"";"";""
"21.09.30";"21.09.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-107,24";"";"";""
"23.09.30";"23.09.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-115,50";"";"";""
"24.09.30";"24.09.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-95,79";"";"";""
"25.09.30";"25.09.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-250,14";"";"";""
"26.09.30";"26.09.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-200,61";"";"";""
"28.09.30";"28.09.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-122,35";"";"";""
"29.09.30";"29.09.30";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-32,90";"";"";""
"02.10.30";"02.10.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-73,89";"";"";""
"05.11.30";"05.11.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2037,28";"";"";""
"07.11.30";"07.11.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-123,18";"";"";""
"09.11.30";"09.11.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-15,45";"";"";""
"11.11.30";"11.11.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-92,92";"";"";""
"13.11.30";"13.11.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-76,61";"";"";""
"15.11.30";"15.11.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-79,51";"";"";""
"18.11.30";"18.11.30";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-58,14";"";"";""
"21.11.30";"21.11.30";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-197,79";"";"";""
"24.11.30";"24.11.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-34,02";"";"";""
"25.12.30";"25.12.30";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4105,31";"";"";""
"28.12.30";"28.12.30";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-18,34";"";"";""
"31.12.30";"31.12.30";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-117,70";"";"";""
"02.01.31";"02.01.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-258,08";"";"";""
"05.01.31";"05.01.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-108,66";"";"";""
"08.01.31";"08.01.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-113,52";"";"";""
"10.01.31";"10.01.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-97,29";"";"";""
"13.01.31";"13.01.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-75,47";"";"";""
"14.01.31";"14.01.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-85,73";"";"";""
"17.02.31";"17.02.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4555,50";"";"";""
"20.02.31";"20.02.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-164,30";"";"";""
"23.02.31";"23.02.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-80,63";"";"";""
"24.02.31";"24.02.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-140,82";"";"";""
"26.02.31";"26.02.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-152,25";"";"";""
"28.02.31";"28.02.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-25,83";"";"";""
"02.03.31";"02.03.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-166,67";"";"";""
"05.03.31";"05.03.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-34,50";"";"";""
"07.03.31";"07.03.31";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-18,39";"";"";""
"10.04.31";"10.04.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4826,51";"";"";""
"11.04.31";"11.04.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-91,53";"";"";""
"12.04.31";"12.04.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-115,18";"";"";""
"13.04.31";"13.04.31";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-22,89";"";"";""
"16.04.31";"16.04.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-138,58";"";"";""
"17.04.31";"17.04.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-30,03";"";"";""
"19.04.31";"19.04.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-19,37";"";"";""
"21.04.31";"21.04.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-130,08";"";"";""
"23.04.31";"23.04.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-173,93";"";"";""
"25.05.31";"25.05.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2002,50";"";"";""
"26.05.31";"26.05.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-57,87";"";"";""
"29.05.31";"29.05.31";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-395,54";"";"";""
"01.06.31";"01.06.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-47,06";"";"";""
"02.06.31";"02.06.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-99,05";"";"";""
"05.06.31";"05.06.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-276,86";"";"";""
"07.06.31";"07.06.31";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1613,90";"";"";""
"08.06.31";"08.06.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-126,75";"";"";""
"09.06.31";"09.06.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-77,49";"";"";""
"12.07.31";"12.07.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+4913,35";"";"";""
"13.07.31";"13.07.31";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1346,31";"";"";""
"14.07.31";"14.07.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-50,19";"";"";""
"17.07.31";"17.07.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-65,75";"";"";""
"18.07.31";"18.07.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-141,60";"";"";""
"19.07.31";"19.07.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-51,96";"";"";""
"21.07.31";"21.07.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-32,81";"";"";""
"22.07.31";"22.07.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-89,25";"";"";""
"24.07.31";"24.07.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-187,10";"";"";""
"25.08.31";"25.08.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3674,97";"";"";""
"26.08.31";"26.08.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-107,67";"";"";""
"28.08.31";"28.08.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-145,11";"";"";""
"31.08.31";"31.08.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-202,38";"";"";""
"02.09.31";"02.09.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-144,22";"";"";""
"05.09.31";"05.09.31";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-201,94";"";"";""
"07.09.31";"07.09.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-84,00";"";"";""
"10.09.31";"10.09.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-136,56";"";"";""
"11.09.31";"11.09.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-37,69";"";"";""
"13.10.31";"13.10.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+2743,71";"";"";""
"15.10.31";"15.10.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-171,77";"";"";""
"17.10.31";"17.10.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-53,52";"";"";""
"20.10.31";"20.10.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-88,81";"";"";""
"23.10.31";"23.10.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-103,91";"";"";""
"24.10.31";"24.10.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-110,35";"";"";""
"26.10.31";"26.10.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-126,70";"";"";""
"27.10.31";"27.10.31";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-48,87";"";"";""
"29.10.31";"29.10.31";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-1837,77";"";"";""
"30.11.31";"30.11.31";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3976,29";"";"";""
"03.12.31";"03.12.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-55,44";"";"";""
"04.12.31";"04.12.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-59,89";"";"";""
"05.12.31";"05.12.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-87,96";"";"";""
"07.12.31";"07.12.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-86,75";"";"";""
"09.12.31";"09.12.31";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-139,17";"";"";""
"12.12.31";"12.12.31";"Abgeschlossen";"Max Mustermann";"Kleidungskauf";"Kleidung";"";"DE6789012345678901234";"-78,62";"";"";""
"15.12.31";"15.12.31";"Abgeschlossen";"Max Mustermann";"Essen gehen";"Restaurant";"";"DE3456789012345678901";"-64,11";"";"";""
"16.12.31";"16.12.31";"Abgeschlossen";"Max Mustermann";"Elektronikartikel";"Elektronik";"";"DE5678901234567890123";"-351,52";"";"";""
"17.01.32";"17.01.32";"Abgeschlossen";"Max Mustermann";"Gehaltseingang";"Gehalt";"";"DE1234567890123456789";"+3972,45";"";"";""
"20.01.32";"20.01.32";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-111,36";"";"";""
"21.01.32";"21.01.32";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-119,25";"";"";""
"23.01.32";"23.01.32";"Abgeschlossen";"Max Mustermann";"Kinoabend";"Kino";"";"DE4567890123456789012";"-36,48";"";"";""
"26.01.32";"26.01.32";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-60,26";"";"";""
"29.01.32";"29.01.32";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-112,35";"";"";""
"01.02.32";"01.02.32";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-93,45";"";"";""
"03.02.32";"03.02.32";"Abgeschlossen";"Max Mustermann";"Lebensmittel";"Supermarkt";"";"DE2345678901234567890";"-197,85";"";"";""
"05.02.32";"05.02.32";"Abgeschlossen";"Max Mustermann";"Tanken";"Tankstelle";"";"DE9876543210987654321";"-134,75";"";"";""
